LOADCOMMANDID,ISSUEDATE,DATEOFSERVICE,UPDATETIME,ISPRIMARY,SERVICEPDSTART,PENDESCALATIONFORBULK,ID,DEDUCTIONTYPE,PAYTODENORM,CREATEUSERID,PAYTO,MAILINGADDRESSID,RECURRINGCHECKID,BEANVERSION,RETIRED,BANKACCOUNTTYPE,CHECKINSTRUCTIONS,UPDATEUSERID,INVOICENUMBER,BULKINVOICEITEMINFOID,ACCOUNTNAME,MEMO,PORTIONID,CHECKTYPE,MAILTOADDRESS,PUBLICID,ENTEREDTIME,BANKNAME,CREATETIME,CHECKNUMBER,SERVICEPDEND,BANKROUTINGNUMBER,DELIVERYMETHOD,CLAIMID,GROUPID,SCHEDULEDSENDDATE,REPORTABLEAMOUNT,PAYMENTMETHOD,ARCHIVEPARTITION,CHECKBATCHING,BANKACCOUNT,MAILTO,STATUS,COMMENTS,CHECKSETID,REPORTABILITY,BANKACCOUNTNUMBER,CLAIMCONTACTID
,,,2018-04-18 16:00:00.324,,,0,1902,,HARRITT ADAMS,3,HARRITT ADAMS,5402,,1,0,,,2,,,,Claim AA00339,,1,,cc:1902,2018-04-18 15:40:42.257,,2018-04-18 15:40:42.257,,,,10003,4203,,2018-04-18 00:00:00.000,10.0,2,,10001,,HARRITT ADAMS,14,,2502,1,,4508.0
,,2016-11-02 00:00:00.000,2018-04-19 06:35:01.844,,,1,1903,,Corvel Corporation,2,Corvel Corporation,5414,,1,0,,,2,,306.0,,17020949411,,1,,cc:1903,2018-04-18 22:15:27.232,,2018-04-18 22:15:27.232,,,,10003,4402,,2018-04-18 00:00:00.000,2123.76,2,,10002,,Corvel Corporation,14,,2508,2,,
,,2016-11-02 00:00:00.000,2018-04-19 06:35:00.518,,,1,1904,,Corvel Corporation,2,Corvel Corporation,5416,,1,0,,,2,,305.0,,17020949411,,1,,cc:1904,2018-04-18 22:29:49.588,,2018-04-18 22:29:49.588,,,,10003,4401,,2018-04-18 00:00:00.000,2123.76,2,,10002,,Corvel Corporation,14,,2509,2,,
,,,2018-04-19 14:30:00.485,,,0,2001,,HARRITT ADAMS,3,HARRITT ADAMS,5520,,1,0,,,2,,,,Claim AA00357,,1,,cc:2001,2018-04-19 14:11:10.789,,2018-04-19 14:11:10.789,,,,10003,4506,,2018-04-19 00:00:00.000,10.0,2,,10001,,HARRITT ADAMS,14,,2605,1,,4814.0
,,,2018-04-19 14:30:00.797,,,0,2002,,HARRITT ADAMS,3,HARRITT ADAMS,5521,,1,0,,,2,,,,Claim AA00357,,1,,cc:2002,2018-04-19 14:11:47.899,,2018-04-19 14:11:47.899,,,,10003,4506,,2018-04-19 00:00:00.000,19.990000000000002,2,,10001,,HARRITT ADAMS,14,,2606,1,,4814.0
,,,2018-04-19 14:30:01.078,,,0,2003,,HARRITT ADAMS,3,HARRITT ADAMS,5522,,1,0,,,2,,,,Claim AA00357,,1,,cc:2003,2018-04-19 14:14:20.057,,2018-04-19 14:14:20.057,,,,10003,4506,,2018-04-19 00:00:00.000,20.11,2,,10001,,HARRITT ADAMS,14,,2607,1,,4814.0
,,,2018-04-19 14:30:01.255,,,0,2004,,HARRITT ADAMS,3,HARRITT ADAMS,5523,,1,0,,,2,,,,Claim AA00357,,1,,cc:2004,2018-04-19 14:16:52.038,,2018-04-19 14:16:52.038,,,,10003,4506,,2018-04-19 00:00:00.000,21.990000000000002,2,,10001,,HARRITT ADAMS,14,,2608,1,,4814.0
,,,2018-04-19 14:30:01.439,,,0,2005,,HARRITT ADAMS,3,HARRITT ADAMS,5524,,1,0,,,2,,,,Claim AA00357,,1,,cc:2005,2018-04-19 14:19:03.563,,2018-04-19 14:19:03.563,,,,10003,4506,,2018-04-19 00:00:00.000,15.780000000000001,2,,10001,,HARRITT ADAMS,14,,2609,1,,4814.0
,,,2018-04-19 15:00:00.726,,,0,2006,,HARRITT ADAMS,3,HARRITT ADAMS,5525,,1,0,,,2,,,,Claim AA00357,,1,,cc:2006,2018-04-19 14:47:27.267,,2018-04-19 14:47:27.267,,,,10003,4506,,2018-04-19 00:00:00.000,20.0,2,,10001,,HARRITT ADAMS,14,,2610,1,,4814.0
,,,2018-04-19 15:00:00.935,,,0,2007,,HARRITT ADAMS,3,HARRITT ADAMS,5529,,1,0,,,2,,,,Claim AA00358,,1,,cc:2007,2018-04-19 14:50:56.660,,2018-04-19 14:50:56.660,,,,10003,4507,,2018-04-19 00:00:00.000,10.99,2,,10001,,HARRITT ADAMS,14,,2612,1,,4816.0
,,,2018-04-19 16:00:00.442,,,0,2008,,Allan Haight,3,Allan Haight,5535,,1,0,,,2,,,,Claim AA00262,,1,,cc:2008,2018-04-19 15:34:13.474,,2018-04-19 15:34:13.474,,,,10003,3524,,2018-04-19 00:00:00.000,2000.0,2,,10001,,Allan Haight,14,,2613,1,,3661.0
,,,2018-04-19 19:30:00.744,,,0,2101,,HARRITT ADAMS,3,HARRITT ADAMS,5601,,1,0,,,2,,,,Claim AA00357,,1,,cc:2101,2018-04-19 19:29:41.990,,2018-04-19 19:29:41.990,,,,10003,4506,,2018-04-19 00:00:00.000,1.0,2,,10001,,HARRITT ADAMS,14,,2701,1,,4814.0
,,,2018-04-19 20:00:00.711,,,0,2102,,HARRITT ADAMS,3,HARRITT ADAMS,5602,,1,0,,,2,,,,Claim AA00357,,1,,cc:2102,2018-04-19 19:59:09.270,,2018-04-19 19:59:09.270,,,,10003,4506,,2018-04-19 00:00:00.000,77.77,2,,10001,,HARRITT ADAMS,14,,2702,1,,4814.0
,,,2018-04-20 16:00:00.279,,,0,2103,,Corvel Corporation,3,Corvel Corporation,5668,,1,0,,,2,,,,Claim AA00341,,1,,cc:2103,2018-04-20 15:38:33.966,,2018-04-20 15:38:33.966,,,,10003,4206,,2018-04-20 00:00:00.000,1.0,2,,10001,,Corvel Corporation,14,,2703,2,,
,,2016-11-02 00:00:00.000,2018-04-20 18:35:00.345,,,1,2104,,Corvel Corporation,2,Corvel Corporation,5673,,1,0,,,2,,407.0,,17020949411,,1,,cc:2104,2018-04-20 16:20:24.581,,2018-04-20 16:20:24.581,,,,10003,3906,,2018-04-20 00:00:00.000,2123.76,2,,10002,,Corvel Corporation,14,,2704,2,,
,,,2018-04-20 16:30:00.289,,,0,2105,,HARRITT ADAMS,3,HARRITT ADAMS,5677,,1,0,,,2,,,,Claim AA00376,,1,,cc:2105,2018-04-20 16:28:59.005,,2018-04-20 16:28:59.005,,,,10003,4618,,2018-04-20 00:00:00.000,10.0,2,,10001,,HARRITT ADAMS,14,,2706,1,,4952.0
,,,2018-04-20 17:00:00.743,,,0,2106,,HARRITT ADAMS,3,HARRITT ADAMS,5678,,1,0,,,2,,,,Claim AA00357,,1,,cc:2106,2018-04-20 16:36:20.665,,2018-04-20 16:36:20.665,,,,10003,4506,,2018-04-20 00:00:00.000,67.0,2,,10001,,HARRITT ADAMS,14,,2707,1,,4814.0
,,,2018-04-23 20:30:01.290,,,0,2201,,HARRITT ADAMS,3,HARRITT ADAMS,5994,,1,0,,10002.0,2,,,,Claim AA00392,,1,,cc:2201,2018-04-23 20:24:34.556,,2018-04-23 20:24:34.556,,,,10003,4901,,2018-04-23 00:00:00.000,25.0,2,,10001,,HARRITT ADAMS,14,,2804,1,,5202.0
,,,2018-04-23 20:30:01.758,,,0,2202,,HARRITT ADAMS,3,HARRITT ADAMS,5995,,1,0,,,2,,,,Claim AA00392,,1,,cc:2202,2018-04-23 20:25:11.502,,2018-04-23 20:25:11.502,,,,10003,4901,,2018-04-23 00:00:00.000,30.0,2,,10001,,HARRITT ADAMS,14,,2805,1,,5202.0
,,,2018-04-23 20:30:02.024,,,0,2203,,HARRITT ADAMS,3,HARRITT ADAMS,5996,,1,0,,,2,,,,Claim AA00392,,1,,cc:2203,2018-04-23 20:29:08.954,,2018-04-23 20:29:08.954,,,,10003,4901,,2018-04-23 00:00:00.000,26.0,2,,10001,,HARRITT ADAMS,14,,2806,1,,5202.0
,,,2018-04-23 21:00:01.864,,,0,2204,,HARRITT ADAMS,3,HARRITT ADAMS,5997,,1,0,,,2,,,,Claim AA00392,,1,,cc:2204,2018-04-23 20:30:19.696,,2018-04-23 20:30:19.696,,,,10003,4901,,2018-04-23 00:00:00.000,20.0,2,,10001,,HARRITT ADAMS,14,,2807,1,,5202.0
,,,2018-04-24 15:00:00.553,,,0,2301,,HARRITT ADAMS,3,HARRITT ADAMS,6051,,1,0,,10002.0,2,,,,Claim AA00392,,1,,cc:2301,2018-04-24 14:41:20.035,,2018-04-24 14:41:20.035,,,,10003,4901,,2018-04-24 00:00:00.000,50.0,2,,10001,,HARRITT ADAMS,14,,2906,1,,5202.0
,,,2018-04-24 15:00:00.965,,,0,2302,,HARRITT ADAMS,3,HARRITT ADAMS,6052,,1,0,,,2,,,,Claim AA00392,,1,,cc:2302,2018-04-24 14:42:14.982,,2018-04-24 14:42:14.982,,,,10003,4901,,2018-04-24 00:00:00.000,50.0,2,,10001,,HARRITT ADAMS,14,,2907,1,,5202.0
,,,2018-04-24 16:46:36.663,,,0,2401,,Jessica Pearson,3,Jessica Pearson,6130,,2,0,,,2,,,,Claim AA00436,,1,,cc:2401,2018-04-24 16:44:00.308,,2018-04-24 16:44:00.308,F7676754,,,10003,5108,,2018-04-24 00:00:00.000,750.0,2,,10001,,Jessica Pearson,14,,3004,1,,5442.0
,,,2018-04-24 16:46:37.318,,,0,2402,,Jessica Pearson,3,Jessica Pearson,6131,,2,0,,,2,,,,Claim AA00436,,1,,cc:2402,2018-04-24 16:44:33.257,,2018-04-24 16:44:33.257,F8173645,,,10003,5108,,2018-04-24 00:00:00.000,6000.0,2,,10001,,Jessica Pearson,14,,3005,1,,5442.0
,,,2018-04-24 16:46:37.537,,,0,2403,,John Pearson,3,John Pearson,6132,,1,0,,,2,,,,Claim AA00436,,1,,cc:2403,2018-04-24 16:45:18.298,,2018-04-24 16:45:18.298,,,,10003,5108,,2018-04-24 00:00:00.000,500.0,2,,10001,,John Pearson,14,,3006,1,,5442.0
,,,2018-04-24 16:46:37.912,,,0,2404,,John Pearson,3,John Pearson,6133,,1,0,,,2,,,,Claim AA00436,,1,,cc:2404,2018-04-24 16:45:52.653,,2018-04-24 16:45:52.653,,,,10003,5108,,2018-04-24 00:00:00.000,900.0,2,,10001,,John Pearson,14,,3007,1,,5442.0
,,,2018-04-24 16:46:38.177,,,0,2405,,John Pearson,3,John Pearson,6134,,1,0,,,2,,,,Claim AA00436,,1,,cc:2405,2018-04-24 16:46:23.787,,2018-04-24 16:46:23.787,,,,10003,5108,,2018-04-24 00:00:00.000,729.0,2,,10001,,John Pearson,14,,3008,1,,5442.0
,,,2018-04-24 20:00:00.298,,,0,2406,,Corvel Corporation,3,Corvel Corporation,6159,,1,0,,,2,,,,Claim AA00348,,1,,cc:2406,2018-04-24 19:38:55.401,,2018-04-24 19:38:55.401,,,,10003,4402,,2018-04-24 00:00:00.000,20.0,2,,10001,,Corvel Corporation,14,,3009,2,,
,,,2018-04-24 20:00:00.527,,,0,2407,,Corvel Corporation,3,Corvel Corporation,6160,,1,0,,,2,,,,Claim AA00348,,1,,cc:2407,2018-04-24 19:44:45.618,,2018-04-24 19:44:45.618,,,,10003,4402,,2018-04-24 00:00:00.000,30.0,2,,10001,,Corvel Corporation,14,,3011,2,,
,,2016-11-02 00:00:00.000,2018-04-25 06:35:00.194,,,1,2408,,Corvel Corporation,2,Corvel Corporation,6161,,1,0,,,2,,2.0,,17020949411,,1,,cc:2408,2018-04-24 19:51:21.269,,2018-04-24 19:51:21.269,,,,10003,3601,,2018-04-10 00:00:00.000,3.7600000000000002,2,,10002,,Corvel Corporation,14,,3012,2,,
,,2016-11-02 00:00:00.000,2018-04-25 06:35:00.560,,,1,2409,,Corvel Corporation,2,Corvel Corporation,6162,,1,0,,,2,,40.0,,17020949411,,1,,cc:2409,2018-04-24 19:55:09.493,,2018-04-24 19:55:09.493,,,,10003,3601,,2018-04-11 00:00:00.000,3.7600000000000002,2,,10002,,Corvel Corporation,14,,3014,2,,
,,2016-11-02 00:00:00.000,2018-04-25 06:35:00.994,,,1,2410,,Corvel Corporation,2,Corvel Corporation,6163,,1,0,,,2,,41.0,,17020949411,,1,,cc:2410,2018-04-24 19:57:08.540,,2018-04-24 19:57:08.540,,,,10003,3801,,2018-04-11 00:00:00.000,3.7600000000000002,2,,10002,,Corvel Corporation,14,,3015,2,,
,,,2018-02-19 18:00:02.674,,,0,1,,Jeffery Britt richardson Jeffe Britt richardson jeffery britt and Laurie Laurie Laurie laurie la Kubiak Kubiak Kubiak kubiak,3,Jeffery Britt richardson Jeffe Britt richardson jeffery britt and Laurie Laurie Laurie laurie la Kubiak Kubiak Kubiak kubiak,974,1.0,1,0,,10001.0,2,,,,Claim AA00024,,1,,cc:1,2018-02-19 17:34:31.385,,2018-02-19 17:34:31.385,,,,10003,518,,2018-02-19 00:00:00.000,0.01,2,,10001,,Jeffery Britt richardson,14,,109,1,,553.0
,,,2018-02-23 00:00:02.519,,,0,2,,Jeffery Britt richardson Jeffe Britt richardson jeffery britt and Laurie Laurie Laurie laurie la Kubiak Kubiak Kubiak kubiak,3,Jeffery Britt richardson Jeffe Britt richardson jeffery britt and Laurie Laurie Laurie laurie la Kubiak Kubiak Kubiak kubiak,975,1.0,1,0,,10001.0,2,,,,Claim AA00024,,1,,cc:2,2018-02-19 17:34:31.385,,2018-02-19 17:34:31.385,,,,10003,518,,2018-02-23 00:00:00.000,0.01,2,,10001,,Jeffery Britt richardson,14,,109,1,,553.0
,,,2018-02-19 19:30:02.541,,,0,3,,PETROCELLI MICHAEL,3,PETROCELLI MICHAEL,996,,2,0,,10001.0,2,,,,Claim AA00025,,1,,cc:3,2018-02-19 19:19:05.531,,2018-02-19 19:19:05.531,F1234567,,,10003,523,,2018-02-19 00:00:00.000,45.0,2,,10001,,PETROCELLI MICHAEL,14,,113,1,,
,,,2018-02-19 19:30:02.776,,,0,4,,Tom's Construction Inc,3,Tom's Construction Inc,997,2.0,2,0,,,2,,,,Claim AA00025,,1,,cc:4,2018-02-19 19:25:58.524,,2018-02-19 19:25:58.524,FS234567,,,10003,523,,2018-02-19 00:00:00.000,50.0,2,,10001,,Tom's Construction Inc,14,,114,1,,
,,,2018-03-05 00:00:02.775,,,0,5,,Tom's Construction Inc,3,Tom's Construction Inc,998,2.0,2,0,,,2,,,,Claim AA00025,,1,,cc:5,2018-02-19 19:25:58.524,,2018-02-19 19:25:58.524,SF765432,,,10003,523,,2018-03-05 00:00:00.000,50.0,2,,10001,,Tom's Construction Inc,14,,114,1,,
,,,2018-03-19 00:00:02.979,,,0,6,,Tom's Construction Inc,3,Tom's Construction Inc,999,2.0,2,0,,,2,,,,Claim AA00025,,1,,cc:6,2018-02-19 19:25:58.524,,2018-02-19 19:25:58.524,SS987654,,,10003,523,,2018-03-19 00:00:00.000,50.0,2,,10001,,Tom's Construction Inc,14,,114,1,,
,,,2018-04-02 00:00:03.107,,,0,7,,Tom's Construction Inc,3,Tom's Construction Inc,1000,2.0,2,0,,,2,,,,Claim AA00025,,1,,cc:7,2018-02-19 19:25:58.524,,2018-02-19 19:25:58.524,FF123456,,,10003,523,,2018-04-02 00:00:00.000,50.0,2,,10001,,Tom's Construction Inc,14,,114,1,,
,,,2018-04-16 00:00:02.555,,,0,8,,Tom's Construction Inc,3,Tom's Construction Inc,1001,2.0,2,0,,,2,,,,Claim AA00025,,1,,cc:8,2018-02-19 19:25:58.524,,2018-02-19 19:25:58.524,SX123456,,,10003,523,,2018-04-16 00:00:00.000,50.0,2,,10001,,Tom's Construction Inc,14,,114,1,,
,,,2018-04-30 00:00:01.562,,,0,9,,Tom's Construction Inc,3,Tom's Construction Inc,1002,2.0,1,0,,,2,,,,Claim AA00025,,1,,cc:9,2018-02-19 19:25:58.524,,2018-02-19 19:25:58.524,,,,10003,523,,2018-04-30 00:00:00.000,50.0,2,,10001,,Tom's Construction Inc,14,,114,1,,
,,,2018-02-20 16:30:02.596,,,0,33,,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,3,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,1088,,2,0,,,2,,,,Claim AA00028,,1,,cc:33,2018-02-20 16:14:40.850,,2018-02-20 16:14:40.850,SA234567,,,10003,540,,2018-02-20 00:00:00.000,200.0,2,,10001,,RayHaddox RayHa,14,,136,1,,
,,,2018-02-20 18:28:33.887,,,0,34,,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,3,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,1089,,2,0,,,215,,,,Claim AA00028,,1,,cc:34,2018-02-20 16:23:47.226,,2018-02-20 16:23:47.226,FS234578,,,10003,540,,2018-02-20 00:00:00.000,45.87,2,,10001,,RayHaddox RayHadd,14,,137,1,,
,,,2018-02-20 18:28:19.372,,,0,35,,RicardoZamudio RicardoZamudioo RicardoZamudio RicardoZamudioo,3,RicardoZamudio RicardoZamudioo RicardoZamudio RicardoZamudioo,1090,,3,0,,10001.0,215,,,,Claim AA00028,,1,,cc:35,2018-02-20 16:32:36.009,,2018-02-20 16:32:36.009,SF234598,,,10003,540,,2018-02-20 00:00:00.000,50.0,2,,10001,,RicardoZamudio,14,,138,1,,626.0
,,,2018-02-20 17:56:11.448,,,0,36,,Tom's Construction Inc,3,Tom's Construction Inc,1091,,8,0,,,215,,,,Claim AA00028,,1,,cc:36,2018-02-20 16:36:53.370,,2018-02-20 16:36:53.370,F5223982,,,10003,540,,2018-02-20 00:00:00.000,42.11,2,,10001,,Tom's Construction Inc,14,,139,1,,
,,,2018-02-20 19:44:14.914,,,0,37,,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,3,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,1116,,4,0,,,3,,,,Claim AA00028,,1,,cc:37,2018-02-20 18:44:43.129,,2018-02-20 18:44:43.129,FS490234,,,10003,540,,2018-02-20 00:00:00.000,49999.99,2,,10001,,RayHaddox RayHa,7,,142,1,,
,,,2018-02-20 21:23:55.471,,,0,39,,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,3,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,1123,5.0,1,0,,,3,,,,Claim AA00028,,1,,cc:39,2018-02-20 21:23:29.801,,2018-02-20 21:23:29.801,Sd234567,,,10003,540,,2018-02-20 00:00:00.000,45.0,2,,10001,,RayHaddox,7,,145,1,,
,,,2018-02-23 15:47:56.506,,,0,40,,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,3,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,1124,5.0,1,0,,,3,,,,Claim AA00028,,1,,cc:40,2018-02-20 21:23:29.801,,2018-02-20 21:23:29.801,SD123678,,,10003,540,,2018-02-28 00:00:00.000,45.0,2,,10001,,RayHaddox,7,,145,1,,
,,,2018-02-23 15:42:59.851,,,0,41,,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,3,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,1125,5.0,2,0,,,3,,,,Claim AA00028,,1,,cc:41,2018-02-20 21:23:29.801,,2018-02-20 21:23:29.801,FA123451,,,10003,540,,2018-03-30 00:00:00.000,45.0,2,,10001,,RayHaddox,7,,145,1,,
,,,2018-02-20 21:23:29.801,,,0,42,,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,3,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,1126,5.0,0,0,,,3,,,,Claim AA00028,,1,,cc:42,2018-02-20 21:23:29.801,,2018-02-20 21:23:29.801,,,,10003,540,,2018-04-30 00:00:00.000,45.0,2,,10001,,RayHaddox,7,,145,1,,
,,,2018-02-20 21:23:29.801,,,0,43,,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,3,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,1127,5.0,0,0,,,3,,,,Claim AA00028,,1,,cc:43,2018-02-20 21:23:29.801,,2018-02-20 21:23:29.801,,,,10003,540,,2018-05-30 00:00:00.000,45.0,2,,10001,,RayHaddox,7,,145,1,,
,,,2018-02-20 21:23:29.801,,,0,44,,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,3,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,1128,5.0,0,0,,,3,,,,Claim AA00028,,1,,cc:44,2018-02-20 21:23:29.801,,2018-02-20 21:23:29.801,,,,10003,540,,2018-06-29 00:00:00.000,45.0,2,,10001,,RayHaddox,7,,145,1,,
,,,2018-02-20 21:23:29.801,,,0,45,,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,3,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,1129,5.0,0,0,,,3,,,,Claim AA00028,,1,,cc:45,2018-02-20 21:23:29.801,,2018-02-20 21:23:29.801,,,,10003,540,,2018-07-30 00:00:00.000,45.0,2,,10001,,RayHaddox,7,,145,1,,
,,,2018-02-20 21:23:29.801,,,0,46,,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,3,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,1130,5.0,0,0,,,3,,,,Claim AA00028,,1,,cc:46,2018-02-20 21:23:29.801,,2018-02-20 21:23:29.801,,,,10003,540,,2018-08-30 00:00:00.000,45.0,2,,10001,,RayHaddox,7,,145,1,,
,,,2018-02-20 21:23:29.801,,,0,47,,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,3,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,1131,5.0,0,0,,,3,,,,Claim AA00028,,1,,cc:47,2018-02-20 21:23:29.801,,2018-02-20 21:23:29.801,,,,10003,540,,2018-09-28 00:00:00.000,45.0,2,,10001,,RayHaddox,7,,145,1,,
,,,2018-02-20 21:23:29.801,,,0,48,,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,3,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,1132,5.0,0,0,,,3,,,,Claim AA00028,,1,,cc:48,2018-02-20 21:23:29.801,,2018-02-20 21:23:29.801,,,,10003,540,,2018-10-30 00:00:00.000,45.0,2,,10001,,RayHaddox,7,,145,1,,
,,,2018-02-20 21:23:29.801,,,0,49,,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,3,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,1133,5.0,0,0,,,3,,,,Claim AA00028,,1,,cc:49,2018-02-20 21:23:29.801,,2018-02-20 21:23:29.801,,,,10003,540,,2018-11-30 00:00:00.000,45.0,2,,10001,,RayHaddox,7,,145,1,,
,,,2018-02-20 21:23:29.801,,,0,50,,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,3,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,1134,5.0,0,0,,,3,,,,Claim AA00028,,1,,cc:50,2018-02-20 21:23:29.801,,2018-02-20 21:23:29.801,,,,10003,540,,2018-12-28 00:00:00.000,45.0,2,,10001,,RayHaddox,7,,145,1,,
,,,2018-02-22 16:58:56.260,,,0,102,,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,3,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,1576,101.0,3,0,,,215,,,,Claim AA00028,,1,,cc:102,2018-02-22 16:56:42.924,,2018-02-22 16:56:42.924,SS123456,,,10003,540,,2018-02-22 00:00:00.000,0.02,2,,10001,,RayHaddox RayHaddo,7,,203,1,,
,,,2018-02-22 16:56:42.924,,,0,103,,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,3,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,1577,101.0,0,0,,,3,,,,Claim AA00028,,1,,cc:103,2018-02-22 16:56:42.924,,2018-02-22 16:56:42.924,,,,10003,540,,2018-03-01 00:00:00.000,0.02,2,,10001,,RayHaddox RayHaddo,7,,203,1,,
,,,2018-02-22 16:56:42.924,,,0,104,,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,3,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,1578,101.0,0,0,,,3,,,,Claim AA00028,,1,,cc:104,2018-02-22 16:56:42.924,,2018-02-22 16:56:42.924,,,,10003,540,,2018-03-30 00:00:00.000,0.02,2,,10001,,RayHaddox RayHaddo,7,,203,1,,
,,,2018-02-22 16:56:42.924,,,0,105,,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,3,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,1579,101.0,0,0,,,3,,,,Claim AA00028,,1,,cc:105,2018-02-22 16:56:42.924,,2018-02-22 16:56:42.924,,,,10003,540,,2018-05-01 00:00:00.000,0.02,2,,10001,,RayHaddox RayHaddo,7,,203,1,,
,,,2018-02-22 16:56:42.924,,,0,106,,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,3,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,1580,101.0,0,0,,,3,,,,Claim AA00028,,1,,cc:106,2018-02-22 16:56:42.924,,2018-02-22 16:56:42.924,,,,10003,540,,2018-06-01 00:00:00.000,0.02,2,,10001,,RayHaddox RayHaddo,7,,203,1,,
,,,2018-02-22 16:56:42.924,,,0,107,,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,3,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,1581,101.0,0,0,,,3,,,,Claim AA00028,,1,,cc:107,2018-02-22 16:56:42.924,,2018-02-22 16:56:42.924,,,,10003,540,,2018-06-29 00:00:00.000,0.02,2,,10001,,RayHaddox RayHaddo,7,,203,1,,
,,,2018-02-22 16:56:42.924,,,0,108,,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,3,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,1582,101.0,0,0,,,3,,,,Claim AA00028,,1,,cc:108,2018-02-22 16:56:42.924,,2018-02-22 16:56:42.924,,,,10003,540,,2018-08-01 00:00:00.000,0.02,2,,10001,,RayHaddox RayHaddo,7,,203,1,,
,,,2018-02-22 16:56:42.924,,,0,109,,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,3,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,1583,101.0,0,0,,,3,,,,Claim AA00028,,1,,cc:109,2018-02-22 16:56:42.924,,2018-02-22 16:56:42.924,,,,10003,540,,2018-08-31 00:00:00.000,0.02,2,,10001,,RayHaddox RayHaddo,7,,203,1,,
,,,2018-02-22 16:56:42.924,,,0,110,,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,3,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,1584,101.0,0,0,,,3,,,,Claim AA00028,,1,,cc:110,2018-02-22 16:56:42.924,,2018-02-22 16:56:42.924,,,,10003,540,,2018-10-01 00:00:00.000,0.02,2,,10001,,RayHaddox RayHaddo,7,,203,1,,
,,,2018-02-22 16:56:42.924,,,0,111,,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,3,RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox RayHaddox,1585,101.0,0,0,,,3,,,,Claim AA00028,,1,,cc:111,2018-02-22 16:56:42.924,,2018-02-22 16:56:42.924,,,,10003,540,,2018-11-01 00:00:00.000,0.02,2,,10001,,RayHaddox RayHaddo,7,,203,1,,
